"id","tag_id","tag_name","tag_description","value_representation"
2093,"(0018,9734)","PETTableDynamicsSequence","PET Table Dynamics Sequence","SQ"
2094,"(4010,107E)","PRCSToRCSOrientation","PRCS to RCS Orientation","DS"
2095,"(4010,1078)","PTOLocationDescription","PTO Location Description","ST"
2096,"(4010,107B)","PTORegionSequence","PTO Region Sequence","SQ"
2097,"(4010,1037)","PTORepresentationSequence","PTO Representation Sequence","SQ"
2098,"(0018,1085)","PVCRejection","PVC Rejection","LO"
2099,"(0018,11A4)","PaddleDescription","Paddle Description","LO"
2100,"(0018,2001)","PageNumberVector","Page Number Vector","IS"
2101,"(0048,0120)","PaletteColorLookupTableSequence","Palette Color Lookup Table Sequence","SQ"
2102,"(0028,1199)","PaletteColorLookupTableUID","Palette Color Lookup Table UID","UI"
2103,"(0018,9077)","ParallelAcquisition","Parallel Acquisition","CS"
2104,"(0018,9078)","ParallelAcquisitionTechnique","Parallel Acquisition Technique","CS"
2105,"(0018,9069)","ParallelReductionFactorInPlane","Parallel Reduction Factor In-plane","FD"
2106,"(0018,9096)","ParallelReductionFactorInPlaneRetired","Parallel Reduction Factor In-plane (Retired)","FD"
2107,"(0018,9155)","ParallelReductionFactorOutOfPlane","Parallel Reduction Factor out-of-plane","FD"
2108,"(0018,9168)","ParallelReductionFactorSecondInPlane","Parallel Reduction Factor Second In-plane","FD"
2109,"(3008,0063)","ParameterItemIndex","Parameter Item Index","IS"
2110,"(3008,0065)","ParameterPointer","Parameter Pointer","AT"
2111,"(3008,0061)","ParameterSequencePointer","Parameter Sequence Pointer","AT"
2112,"(0072,0208)","PartialDataDisplayHandling","Partial Data Display Handling","CS"
2113,"(0018,9081)","PartialFourier","Partial Fourier","CS"
2114,"(0018,9036)","PartialFourierDirection","Partial Fourier Direction","CS"
2115,"(0028,1350)","PartialView","Partial View","CS"
2116,"(0028,1352)","PartialViewCodeSequence","Partial View Code Sequence","SQ"
2117,"(0028,1351)","PartialViewDescription","Partial View Description","ST"
2118,"(0040,A07A)","ParticipantSequence","Participant Sequence","SQ"
2119,"(0040,A082)","ParticipationDateTime","Participation DateTime","DT"
2120,"(0040,A080)","ParticipationType","Participation Type","CS"
2121,"(300A,0184)","PatientAdditionalPosition","Patient Additional Position","LO"
2122,"(0010,1040)","PatientAddress","Patient's Address","LO"
2123,"(0010,1010)","PatientAge","Patient's Age","AS"
2124,"(0010,0030)","PatientBirthDate","Patient's Birth Date","DA"
2125,"(0010,1005)","PatientBirthName","Patient's Birth Name","PN"
2126,"(0010,0032)","PatientBirthTime","Patient's Birth Time","TM"
2127,"(0010,2293)","PatientBreedCodeSequence","Patient Breed Code Sequence","SQ"
2128,"(0010,2292)","PatientBreedDescription","Patient Breed Description","LO"
2129,"(0038,0502)","PatientClinicalTrialParticipationSequence","Patient Clinical Trial Participation Sequence","SQ"
2130,"(0010,4000)","PatientComments","Patient Comments","LT"
2131,"(0022,0006)","PatientEyeMovementCommandCodeSequence","Patient Eye Movement Command Code Sequence","SQ"
2132,"(0022,0005)","PatientEyeMovementCommanded","Patient Eye Movement Commanded","CS"
2133,"(0020,930C)","PatientFrameOfReferenceSource","Patient Frame of Reference Source","CS"
2134,"(0054,0414)","PatientGantryRelationshipCodeSequence","Patient Gantry Relationship Code Sequence","SQ"
2135,"(0010,0020)","PatientID","Patient ID","LO"
2136,"(0012,0062)","PatientIdentityRemoved","Patient Identity Removed","CS"
2137,"(0038,0400)","PatientInstitutionResidence","Patient's Institution Residence","LO"
2138,"(0010,0050)","PatientInsurancePlanCodeSequence","Patient's Insurance Plan Code Sequence","SQ"
2139,"(0010,1060)","PatientMotherBirthName","Patient's Mother's Birth Name","PN"
2140,"(0018,9763)","PatientMotionCorrected","Patient Motion Corrected","CS"
2141,"(0010,0010)","PatientName","Patient's Name","PN"
2142,"(0024,0036)","PatientNotProperlyFixatedQuantity","Patient Not Properly Fixated Quantity","US"
2143,"(0020,0020)","PatientOrientation","Patient Orientation","CS"
2144,"(0054,0410)","PatientOrientationCodeSequence","Patient Orientation Code Sequence","SQ"
2145,"(0020,9450)","PatientOrientationInFrameSequence","Patient Orientation in Frame Sequence","SQ"
2146,"(0054,0412)","PatientOrientationModifierCodeSequence","Patient Orientation Modifier Code Sequence","SQ"
2147,"(0018,9772)","PatientPhysiologicalStateCodeSequence","Patient Physiological State Code Sequence","SQ"
2148,"(0018,9771)","PatientPhysiologicalStateSequence","Patient Physiological State Sequence","SQ"
2149,"(0018,5100)","PatientPosition","Patient Position","CS"
2150,"(0010,0101)","PatientPrimaryLanguageCodeSequence","Patient's Primary Language Code Sequence","SQ"
2151,"(0010,0102)","PatientPrimaryLanguageModifierCodeSequence","Patient's Primary Language Modifier Code Sequence","SQ"
2152,"(0024,0069)","PatientReliabilityIndicator","Patient Reliability Indicator","LO"
2153,"(0010,21F0)","PatientReligiousPreference","Patient's Religious Preference","LO"
2154,"(300A,0183)","PatientSetupLabel","Patient Setup Label","LO"
2155,"(300A,0182)","PatientSetupNumber","Patient Setup Number","IS"
2156,"(300A,0180)","PatientSetupSequence","Patient Setup Sequence","SQ"
2157,"(0010,0040)","PatientSex","Patient's Sex","CS"
2158,"(0010,2203)","PatientSexNeutered","Patient's Sex Neutered","CS"
2159,"(0010,1020)","PatientSize","Patient's Size","DS"
2160,"(0010,1021)","PatientSizeCodeSequence","Patient's Size Code Sequence","SQ"
2161,"(0010,2202)","PatientSpeciesCodeSequence","Patient Species Code Sequence","SQ"
2162,"(0010,2201)","PatientSpeciesDescription","Patient Species Description","LO"
2163,"(0038,0500)","PatientState","Patient State","LO"
2164,"(300A,0354)","PatientSupportAccessoryCode","Patient Support Accessory Code","LO"
2165,"(0074,102A)","PatientSupportAdjustedAngle","Patient Support Adjusted Angle","FD"
2166,"(300A,0122)","PatientSupportAngle","Patient Support Angle","DS"
2167,"(300A,004C)","PatientSupportAngleTolerance","Patient Support Angle Tolerance","DS"
2168,"(300A,0352)","PatientSupportID","Patient Support ID","SH"
2169,"(300A,0123)","PatientSupportRotationDirection","Patient Support Rotation Direction","CS"
2170,"(300A,0350)","PatientSupportType","Patient Support Type","CS"
2171,"(0010,2154)","PatientTelephoneNumbers","Patient's Telephone Numbers","SH"
2172,"(0040,1004)","PatientTransportArrangements","Patient Transport Arrangements","LO"
2173,"(0010,1030)","PatientWeight","Patient's Weight","DS"
2174,"(0070,0252)","PatternOffColorCIELabValue","Pattern Off Color CIE​Lab Value","US"
2175,"(0070,0285)","PatternOffOpacity","Pattern Off Opacity","FL"
2176,"(0070,0251)","PatternOnColorCIELabValue","Pattern On Color CIE​Lab Value","US"
2177,"(0070,0284)","PatternOnOpacity","Pattern On Opacity","FL"
2178,"(0054,0038)","PauseBetweenFrames","Pause Between Frames","IS"
2179,"(5200,9230)","PerFrameFunctionalGroupsSequence","Per-frame Functional Groups Sequence","SQ"
2180,"(0018,9538)","PerProjectionAcquisitionSequence","Per Projection Acquisition Sequence","SQ"
2181,"(0018,0094)","PercentPhaseFieldOfView","Percent Phase Field of View","DS"
2182,"(0018,0093)","PercentSampling","Percent Sampling","DS"
2183,"(0040,0243)","PerformedLocation","Performed Location","SH"
2184,"(0040,A372)","PerformedProcedureCodeSequence","Performed Procedure Code Sequence","SQ"
2185,"(0040,0254)","PerformedProcedureStepDescription","Performed Procedure Step Description","LO"
2186,"(0040,0281)","PerformedProcedureStepDiscontinuationReasonCodeSequence","Performed Procedure Step Discontinuation Reason Code Sequence","SQ"
2187,"(0040,0250)","PerformedProcedureStepEndDate","Performed Procedure Step End Date","DA"
2188,"(0040,4051)","PerformedProcedureStepEndDateTime","Performed Procedure Step End DateTime","DT"
2189,"(0040,0251)","PerformedProcedureStepEndTime","Performed Procedure Step End Time","TM"
2190,"(0040,0253)","PerformedProcedureStepID","Performed Procedure Step ID","SH"
2191,"(0040,0244)","PerformedProcedureStepStartDate","Performed Procedure Step Start Date","DA"
2192,"(0040,4050)","PerformedProcedureStepStartDateTime","Performed Procedure Step Start DateTime","DT"
2193,"(0040,0245)","PerformedProcedureStepStartTime","Performed Procedure Step Start Time","TM"
2194,"(0040,0252)","PerformedProcedureStepStatus","Performed Procedure Step Status","CS"
2195,"(0040,0255)","PerformedProcedureTypeDescription","Performed Procedure Type Description","LO"
2196,"(0040,4007)","PerformedProcessingApplicationsCodeSequence","Performed Processing Applications Code Sequence","SQ"
2197,"(0074,1212)","PerformedProcessingParametersSequence","Performed Processing Parameters Sequence","SQ"
2198,"(0040,0260)","PerformedProtocolCodeSequence","Performed Protocol Code Sequence","SQ"
2199,"(0040,0261)","PerformedProtocolType","Performed Protocol Type","CS"
2200,"(0040,0340)","PerformedSeriesSequence","Performed Series Sequence","SQ"
2201,"(0040,0241)","PerformedStationAETitle","Performed Station AE Title","AE"
2202,"(0040,4029)","PerformedStationClassCodeSequence","Performed Station Class Code Sequence","SQ"
2203,"(0040,4030)","PerformedStationGeographicLocationCodeSequence","Performed Station Geographic Location Code Sequence","SQ"
2204,"(0040,0242)","PerformedStationName","Performed Station Name","SH"
2205,"(0040,4028)","PerformedStationNameCodeSequence","Performed Station Name Code Sequence","SQ"
2206,"(0040,4019)","PerformedWorkitemCodeSequence","Performed Workitem Code Sequence","SQ"
2207,"(0008,1052)","PerformingPhysicianIdentificationSequence","Performing Physician Identification Sequence","SQ"
2208,"(0008,1050)","PerformingPhysicianName","Performing Physician's Name","PN"
2209,"(0028,0070)","PerimeterTable","Perimeter Table","US"
2210,"(0028,0071)","PerimeterValue","Perimeter Value","US or SS"
2211,"(0040,1102)","PersonAddress","Person's Address","ST"
2212,"(0040,1101)","PersonIdentificationCodeSequence","Person Identification Code Sequence","SQ"
2213,"(0040,A123)","PersonName","Person Name","PN"
2214,"(0040,1103)","PersonTelephoneNumbers","Person's Telephone Numbers","LO"
2215,"(0038,0100)","PertinentDocumentsSequence","Pertinent Documents Sequence","SQ"
2216,"(0040,A385)","PertinentOtherEvidenceSequence","Pertinent Other Evidence Sequence","SQ"
2217,"(4010,1046)","PhantomType","Phantom Type","CS"
2218,"(0018,9014)","PhaseContrast","Phase Contrast","CS"
2219,"(0054,0036)","PhaseDelay","Phase Delay","IS"
2220,"(0054,0039)","PhaseDescription","Phase Description","CS"
2221,"(0054,0032)","PhaseInformationSequence","Phase Information Sequence","SQ"
2222,"(0020,0015)","PhaseNumber","Phase Number","IS"
2223,"(0054,0030)","PhaseVector","Phase Vector","US"
2224,"(0018,1261)","PhosphorType","Phosphor Type","LO"
2225,"(0028,0004)","PhotometricInterpretation","Photometric Interpretation","CS"
2226,"(0018,7065)","PhototimerSetting","Phototimer Setting","DS"
2227,"(0018,602C)","PhysicalDeltaX","Physical Delta X","FD"
2228,"(0018,602E)","PhysicalDeltaY","Physical Delta Y","FD"
2229,"(0018,9429)","PhysicalDetectorSize","Physical Detector Size","FL"
2230,"(0018,6024)","PhysicalUnitsXDirection","Physical Units X Direction","US"
2231,"(0018,6026)","PhysicalUnitsYDirection","Physical Units Y Direction","US"
2232,"(4008,0114)","PhysicianApprovingInterpretation","Physician Approving Interpretation","PN"
2233,"(0008,1048)","PhysiciansOfRecord","Physician(s) of Record","PN"
2234,"(0008,1049)","PhysiciansOfRecordIdentificationSequence","Physician(s) of Record Identification Sequence","SQ"
2235,"(0008,1062)","PhysiciansReadingStudyIdentificationSequence","Physician(s) Reading Study Identification Sequence","SQ"
2236,"(0028,0034)","PixelAspectRatio","Pixel Aspect Ratio","IS"
2237,"(0018,0095)","PixelBandwidth","Pixel Bandwidth","DS"
2238,"(0018,604E)","PixelComponentDataType","Pixel Component Data Type","US"
2239,"(0018,6046)","PixelComponentMask","Pixel Component Mask","UL"
2240,"(0018,6044)","PixelComponentOrganization","Pixel Component Organization","US"
2241,"(0018,604C)","PixelComponentPhysicalUnits","Pixel Component Physical Units","US"
2242,"(0018,6048)","PixelComponentRangeStart","Pixel Component Range Start","UL"
2243,"(0018,604A)","PixelComponentRangeStop","Pixel Component Range Stop","UL"
2244,"(0040,A29A)","PixelCoordinatesSetTrial","Pixel Coordinates Set (Trial)","SL"
2245,"(7FE0,0010)","PixelData","Pixel Data","OB or OW"
2246,"(0018,7036)","PixelDataAreaOriginRelativeToFOV","Pixel Data Area Origin Relative To FOV","FL"
2247,"(0018,7038)","PixelDataAreaRotationAngleRelativeToFOV","Pixel Data Area Rotation Angle Relative To FOV","FL"
2248,"(0028,7FE0)","PixelDataProviderURL","Pixel Data Provider URL","UT"
2249,"(0028,1040)","PixelIntensityRelationship","Pixel Intensity Relationship","CS"
2250,"(0028,9422)","PixelIntensityRelationshipLUTSequence","Pixel Intensity Relationship LUT Sequence","SQ"
2251,"(0028,1041)","PixelIntensityRelationshipSign","Pixel Intensity Relationship Sign","SS"
2252,"(0028,9110)","PixelMeasuresSequence","Pixel Measures Sequence","SQ"
2253,"(0048,0301)","PixelOriginInterpretation","Pixel Origin Interpretation","CS"
2254,"(0028,0121)","PixelPaddingRangeLimit","Pixel Padding Range Limit","US or SS"
2255,"(0028,0120)","PixelPaddingValue","Pixel Padding Value","US or SS"
2256,"(0008,9205)","PixelPresentation","Pixel Presentation","CS"
2257,"(0028,0103)","PixelRepresentation","Pixel Representation","US"
2258,"(0028,9506)","PixelShiftFrameRange","Pixel Shift Frame Range","US"
2259,"(0028,9501)","PixelShiftSequence","Pixel Shift Sequence","SQ"
2260,"(0028,0030)","PixelSpacing","Pixel Spacing","DS"
2261,"(0028,0A04)","PixelSpacingCalibrationDescription","Pixel Spacing Calibration Description","LO"
2262,"(0028,0A02)","PixelSpacingCalibrationType","Pixel Spacing Calibration Type","CS"
2263,"(0040,08D8)","PixelSpacingSequence","Pixel Spacing Sequence","SQ"
2264,"(0040,9098)","PixelValueMappingCodeSequence","Pixel Value Mapping Code Sequence","SQ"
2265,"(0022,1454)","PixelValueMappingExplanation","Pixel Value Mapping Explanation","LO"
2266,"(0022,1450)","PixelValueMappingToCodedConceptSequence","Pixel Value Mapping to Coded Concept Sequence","SQ"
2267,"(0028,9145)","PixelValueTransformationSequence","Pixel Value Transformation Sequence","SQ"
2268,"(0040,2016)","PlacerOrderNumberImagingServiceRequest","Placer Order Number / Imaging Service Request","LO"
2269,"(0040,2006)","PlacerOrderNumberImagingServiceRequestRetired","Placer Order Number / Imaging Service Request (Retired)","SH"
2270,"(0040,1006)","PlacerOrderNumberProcedure","Placer Order Number / Procedure","SH"
2271,"(300A,000A)","PlanIntent","Plan Intent","CS"
2272,"(0028,0006)","PlanarConfiguration","Planar Configuration","US"
2273,"(0018,9457)","PlaneIdentification","Plane Identification","CS"
2274,"(0020,9116)","PlaneOrientationSequence","Plane Orientation Sequence","SQ"
2275,"(0020,930F)","PlaneOrientationVolumeSequence","Plane Orientation (Volume) Sequence","SQ"
2276,"(0020,9113)","PlanePositionSequence","Plane Position Sequence","SQ"
2277,"(0048,021A)","PlanePositionSlideSequence","Plane Position (Slide) Sequence","SQ"
2278,"(0020,930E)","PlanePositionVolumeSequence","Plane Position (Volume) Sequence","SQ"
2279,"(0028,0012)","Planes","Planes","US"
2280,"(0018,9410)","PlanesInAcquisition","Planes in Acquisition","CS"
2281,"(300A,00CA)","PlannedVerificationImageSequence","Planned Verification Image Sequence","SQ"
2282,"(0068,6540)","PlanningLandmarkDescription","Planning Landmark Description","LO"
2283,"(0068,6530)","PlanningLandmarkID","Planning Landmark ID","US"
2284,"(0068,6545)","PlanningLandmarkIdentificationCodeSequence","Planning Landmark Identification Code Sequence","SQ"
2285,"(0068,6510)","PlanningLandmarkLineSequence","Planning Landmark Line Sequence","SQ"
2286,"(0068,6520)","PlanningLandmarkPlaneSequence","Planning Landmark Plane Sequence","SQ"
2287,"(0068,6500)","PlanningLandmarkPointSequence","Planning Landmark Point Sequence","SQ"
2288,"(0018,1004)","PlateID","Plate ID","LO"
2289,"(0018,1260)","PlateType","Plate Type","SH"
2290,"(0066,0016)","PointCoordinatesData","Point Coordinates Data","OF"
2291,"(0066,0017)","PointPositionAccuracy","Point Position Accuracy","FL"
2292,"(0066,001A)","PointsBoundingBoxCoordinates","Points Bounding Box Coordinates","FL"
2293,"(2020,0020)","Polarity","Polarity","CS"
2294,"(0018,980C)","PositionMeasuringDeviceUsed","Position Measuring Device Used","CS"
2295,"(0018,9430)","PositionOfIsocenterProjection","Position of Isocenter Projection","FL"
2296,"(0020,1040)","PositionReferenceIndicator","Position Reference Indicator","LO"
2297,"(0018,9465)","PositionerIsocenterDetectorRotationAngle","Positioner Isocenter Detector Rotation Angle","FL"
2298,"(0018,9463)","PositionerIsocenterPrimaryAngle","Positioner Isocenter Primary Angle","FL"
2299,"(0018,9464)","PositionerIsocenterSecondaryAngle","Positioner Isocenter Secondary Angle","FL"
2300,"(0018,1500)","PositionerMotion","Positioner Motion","CS"
2301,"(0018,9405)","PositionerPositionSequence","Positioner Position Sequence","SQ"
2302,"(0018,1510)","PositionerPrimaryAngle","Positioner Primary Angle","DS"
2303,"(0018,1520)","PositionerPrimaryAngleIncrement","Positioner Primary Angle Increment","DS"
2304,"(0018,1511)","PositionerSecondaryAngle","Positioner Secondary Angle","DS"
2305,"(0018,1521)","PositionerSecondaryAngleIncrement","Positioner Secondary Angle Increment","DS"
2306,"(0018,1508)","PositionerType","Positioner Type","CS"
2307,"(0024,0056)","PositiveCatchTrialsQuantity","Positive Catch Trials Quantity","US"
2308,"(0064,0010)","PostDeformationMatrixRegistrationSequence","Post Deformation Matrix Registration Sequence","SQ"
2309,"(0018,5021)","PostprocessingFunction","Postprocessing Function","LO"
2310,"(4010,1010)","PotentialThreatObjectID","Potential Threat Object ID","US"
2311,"(0014,400E)","PreAmplifierEquipmentSequence","Pre-Amplifier Equipment Sequence","SQ"
2312,"(0014,400F)","PreAmplifierNotes","Pre-Amplifier Notes","LT"
2313,"(0014,4040)","PreAmplifierSettingsSequence","Pre-Amplifier Settings Sequence","SQ"
2314,"(0064,000F)","PreDeformationMatrixRegistrationSequence","Pre Deformation Matrix Registration Sequence","SQ"
2315,"(0040,0012)","PreMedication","Pre-Medication","LO"
